"country_of_residence","cor_iso3","country_of_origin","coo_iso3","election_date","election_type","registered_voters","null_votes","blanco_votes","total_votes","valid_votes","valid_votes2","invalid_votes","votes_party_1","party_party_1","votes_party_2","party_party_2","votes_party_3","party_party_3","votes_party_4","party_party_4","votes_party_5","party_party_5","votes_party_6","party_party_6","votes_party_7","party_party_7","votes_party_8","party_party_8","votes_party_9","party_party_9","votes_party_10","party_party_10","votes_party_11","party_party_11","votes_party_12","party_party_12","votes_party_13","party_party_13","votes_party_14","party_party_14","votes_party_15","party_party_15","votes_party_16","party_party_16","votes_party_17","party_party_17","votes_party_18","party_party_18","votes_party_19","party_party_19","votes_party_20","party_party_20","votes_party_21","party_party_21","votes_party_22","party_party_22","votes_party_23","party_party_23","votes_party_24","party_party_24","votes_party_25","party_party_25","votes_party_26","party_party_26","votes_party_27","party_party_27","votes_party_28","party_party_28","votes_party_29","party_party_29","national_winner","votes_national_winner"
"Russia","RUS","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,383,383,NA,94,"Saskanas Centrs",77,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",55,"Tautas partija",40,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",36,"Jaunais laiks",24,"Apvieniba Tevzemei un Brivibai/LNNK",22,"Zalo un Zemnieku savieniba",11,"Politiska patriotiska apvieniba DZIMTENE",5,"Latvijas Socialdemokratiska Stradnieku partija",5,"Sociala Taisniguma partija",4,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",3,"Politiska organizacija (partija) Eiroskeptiki",2,"MARAS ZEME",2,"Partija Visu Latvijai!",2,"Jaunie Demokrati",1,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Partija Musu zeme",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",55
"UK","GBR","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,924,924,NA,306,"Jaunais laiks",132,"Apvieniba Tevzemei un Brivibai/LNNK",116,"Tautas partija",90,"Zalo un Zemnieku savieniba",86,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",71,"Saskanas Centrs",70,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",14,"Partija Visu Latvijai!",7,"Jaunie Demokrati",6,"Latvijas Socialdemokratiska Stradnieku partija",5,"MARAS ZEME",5,"Politiska organizacija (partija) Eiroskeptiki",5,"Nacionala Speka Savieniba",5,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",2,"Politiska patriotiska apvieniba DZIMTENE",2,"Partija Musu zeme",1,"Partija Tevzemes savieniba",1,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",116
"Lithuania","LTU","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,99,99,NA,21,"Tautas partija",18,"Zalo un Zemnieku savieniba",18,"Jaunais laiks",16,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",8,"Apvieniba Tevzemei un Brivibai/LNNK",4,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",3,"Saskanas Centrs",2,"MARAS ZEME",2,"Politiska patriotiska apvieniba DZIMTENE",2,"Latvijas Socialdemokratiska Stradnieku partija",1,"Partija Visu Latvijai!",1,"Politiska organizacija (partija) Eiroskeptiki",1,"Nacionala Speka Savieniba",1,"Jaunie Demokrati",1,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Partija Musu zeme",0,"Partija Tevzemes savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",21
"Netherlands","NLD","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,59,59,NA,19,"Tautas partija",13,"Jaunais laiks",10,"Apvieniba Tevzemei un Brivibai/LNNK",8,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",2,"Partija Visu Latvijai!",2,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",2,"Jaunie Demokrati",1,"Zalo un Zemnieku savieniba",1,"Latvijas Socialdemokratiska Stradnieku partija",1,"Partija Tevzemes savieniba",0,"MARAS ZEME",0,"Saskanas Centrs",0,"Politiska patriotiska apvieniba DZIMTENE",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Partija Musu zeme",0,"Nacionala Speka Savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",19
"Norway","NOR","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,128,128,NA,35,"Jaunais laiks",26,"Tautas partija",19,"Saskanas Centrs",12,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",11,"Apvieniba Tevzemei un Brivibai/LNNK",6,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",6,"Zalo un Zemnieku savieniba",4,"Jaunie Demokrati",3,"MARAS ZEME",3,"Partija Visu Latvijai!",1,"Partija Musu zeme",1,"Latvijas Socialdemokratiska Stradnieku partija",1,"Partija Tevzemes savieniba",0,"Politiska patriotiska apvieniba DZIMTENE",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Nacionala Speka Savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",26
"Poland","POL","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,57,57,NA,19,"Tautas partija",14,"Jaunais laiks",11,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",5,"Apvieniba Tevzemei un Brivibai/LNNK",3,"MARAS ZEME",2,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",1,"Saskanas Centrs",1,"Zalo un Zemnieku savieniba",1,"Latvijas Socialdemokratiska Stradnieku partija",0,"Politiska patriotiska apvieniba DZIMTENE",0,"Partija Visu Latvijai!",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Partija Musu zeme",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"Jaunie Demokrati",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",19
"Portugal","PRT","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,12,12,NA,4,"Tautas partija",3,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",1,"Saskanas Centrs",1,"Latvijas Socialdemokratiska Stradnieku partija",1,"Jaunie Demokrati",1,"Jaunais laiks",1,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"MARAS ZEME",0,"Politiska patriotiska apvieniba DZIMTENE",0,"Partija Visu Latvijai!",0,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Zalo un Zemnieku savieniba",0,"Partija Musu zeme",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",0,"Apvieniba Tevzemei un Brivibai/LNNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",4
"Finland","FIN","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,83,83,NA,30,"Jaunais laiks",18,"Tautas partija",9,"Zalo un Zemnieku savieniba",7,"Apvieniba Tevzemei un Brivibai/LNNK",6,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",6,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",2,"Partija Visu Latvijai!",2,"Partija Musu zeme",1,"Saskanas Centrs",1,"Politiska patriotiska apvieniba DZIMTENE",1,"Jaunie Demokrati",0,"MARAS ZEME",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Latvijas Socialdemokratiska Stradnieku partija",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",18
"Spain","ESP","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,31,31,NA,8,"Jaunais laiks",5,"Zalo un Zemnieku savieniba",5,"Apvieniba Tevzemei un Brivibai/LNNK",4,"Tautas partija",2,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",2,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",2,"Jaunie Demokrati",1,"Saskanas Centrs",1,"Politiska patriotiska apvieniba DZIMTENE",1,"Partija Visu Latvijai!",0,"MARAS ZEME",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Partija Musu zeme",0,"Latvijas Socialdemokratiska Stradnieku partija",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",4
"Switzerland","CHE","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,45,45,NA,14,"Jaunais laiks",13,"Tautas partija",6,"Apvieniba Tevzemei un Brivibai/LNNK",4,"Saskanas Centrs",2,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",2,"Zalo un Zemnieku savieniba",2,"Latvijas Socialdemokratiska Stradnieku partija",1,"Partija Visu Latvijai!",1,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",0,"MARAS ZEME",0,"Politiska patriotiska apvieniba DZIMTENE",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Partija Musu zeme",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"Jaunie Demokrati",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",13
"Turkey","TUR","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,10,10,NA,7,"Jaunais laiks",1,"Saskanas Centrs",1,"Politiska patriotiska apvieniba DZIMTENE",1,"Tautas partija",0,"MARAS ZEME",0,"Partija Visu Latvijai!",0,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Zalo un Zemnieku savieniba",0,"Partija Musu zeme",0,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",0,"Latvijas Socialdemokratiska Stradnieku partija",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"Jaunie Demokrati",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",0,"Apvieniba Tevzemei un Brivibai/LNNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",1
"Ukraine","UKR","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,60,60,NA,11,"Saskanas Centrs",11,"Tautas partija",10,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",9,"Zalo un Zemnieku savieniba",9,"Jaunais laiks",6,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",2,"Apvieniba Tevzemei un Brivibai/LNNK",1,"MARAS ZEME",1,"Jaunie Demokrati",0,"Politiska patriotiska apvieniba DZIMTENE",0,"Partija Visu Latvijai!",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Partija Musu zeme",0,"Latvijas Socialdemokratiska Stradnieku partija",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",11
"Germany","DEU","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,321,321,NA,96,"Jaunais laiks",59,"Tautas partija",41,"Apvieniba Tevzemei un Brivibai/LNNK",31,"Zalo un Zemnieku savieniba",24,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",19,"Saskanas Centrs",16,"Latvijas Socialdemokratiska Stradnieku partija",11,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",4,"MARAS ZEME",4,"Politiska patriotiska apvieniba DZIMTENE",4,"Partija Tevzemes savieniba",3,"Partija Musu zeme",3,"Jaunie Demokrati",3,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",2,"Partija Visu Latvijai!",1,"Politiska organizacija (partija) Eiroskeptiki",0,"Nacionala Speka Savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",59
"Venezuela","VEN","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,42,42,NA,22,"Jaunais laiks",16,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",2,"Apvieniba Tevzemei un Brivibai/LNNK",1,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",1,"Tautas partija",0,"MARAS ZEME",0,"Saskanas Centrs",0,"Politiska patriotiska apvieniba DZIMTENE",0,"Partija Visu Latvijai!",0,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",0,"Politiska organizacija (partija) Eiroskeptiki",0,"Zalo un Zemnieku savieniba",0,"Partija Musu zeme",0,"Latvijas Socialdemokratiska Stradnieku partija",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"Jaunie Demokrati",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",0,"Sociala Taisniguma partija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",1
"Sweden","SWE","Latvia","LVA",2006-10-07,"Legislative",NA,NA,NA,NA,423,423,NA,210,"Jaunais laiks",70,"Tautas partija",48,"Apvieniba Tevzemei un Brivibai/LNNK",29,"Zalo un Zemnieku savieniba",29,"Latvijas Pirmas partijas un partijas Latvijas Cels velesanu apvieniba",11,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",10,"Latvijas Socialdemokratiska Stradnieku partija",7,"Saskanas Centrs",3,"Politiska organizacija PENSIONARU UN SENIORU PARTIJA",2,"Politiska organizacija (partija) Eiroskeptiki",1,"Politiska patriotiska apvieniba DZIMTENE",1,"Partija Musu zeme",1,"Jaunie Demokrati",1,"Sociala Taisniguma partija",0,"MARAS ZEME",0,"Partija Visu Latvijai!",0,"Partija Tevzemes savieniba",0,"Nacionala Speka Savieniba",0,"LATVIESU LATVIJA nacionalpolitiska Latviesu Aizstavibas Organizacija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautas partija",70
"Argentina","ARG","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,43,43,NA,15,"Jaunais laiks",7,"Apvieniba Tevzemei un Brivibai/LNNK",6,"Savieniba Latvijas cels",6,"Zalo un Zemnieku savieniba",5,"Latviesu partija",3,"Tautas partija",1,"Latvijas Atdzimsanas partija",0,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",0,"Socialdemokratiska Labklajibas partija",0,"Krievu partija",0,"Latvijas Socialdemokratiska stradnieku partija",0,"Progresiva CENTRISKA partija",0,"Latvijas Pirma Partija",0,"Brivibas partija",0,"Socialdemokratu savieniba",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Latgales Gaisma",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",15
"Australia","AUS","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,1321,1321,NA,819,"Jaunais laiks",214,"Apvieniba Tevzemei un Brivibai/LNNK",146,"Tautas partija",43,"Zalo un Zemnieku savieniba",34,"Savieniba Latvijas cels",13,"Latvijas Pirma Partija",12,"Latviesu partija",11,"Socialdemokratu savieniba",9,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",8,"Latvijas Socialdemokratiska stradnieku partija",5,"Socialdemokratiska Labklajibas partija",4,"Partija Musu zeme",1,"Latvijas Atdzimsanas partija",1,"Politiska apvieniba Centrs",1,"Maras zeme",0,"Krievu partija",0,"Progresiva CENTRISKA partija",0,"Brivibas partija",0,"Latvijas Apvienota Republikanu partija",0,"Latgales Gaisma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",819
"Austria","AUT","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,118,118,NA,39,"Jaunais laiks",27,"Savieniba Latvijas cels",17,"Tautas partija",10,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",9,"Zalo un Zemnieku savieniba",7,"Apvieniba Tevzemei un Brivibai/LNNK",6,"Latvijas Pirma Partija",2,"Socialdemokratiska Labklajibas partija",1,"Latvijas Socialdemokratiska stradnieku partija",0,"Krievu partija",0,"Progresiva CENTRISKA partija",0,"Latviesu partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Socialdemokratu savieniba",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Latgales Gaisma",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",39
"Belarus","BLR","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,42,42,NA,20,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",5,"Apvieniba Tevzemei un Brivibai/LNNK",5,"Tautas partija",3,"Jaunais laiks",3,"Latgales Gaisma",2,"Krievu partija",2,"Savieniba Latvijas cels",1,"Latvijas Socialdemokratiska stradnieku partija",1,"Zalo un Zemnieku savieniba",0,"Socialdemokratiska Labklajibas partija",0,"Progresiva CENTRISKA partija",0,"Latvijas Pirma Partija",0,"Latviesu partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Socialdemokratu savieniba",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",3
"Belgium","BEL","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,113,113,NA,34,"Jaunais laiks",28,"Savieniba Latvijas cels",23,"Tautas partija",9,"Apvieniba Tevzemei un Brivibai/LNNK",7,"Latvijas Pirma Partija",5,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",5,"Zalo un Zemnieku savieniba",1,"Socialdemokratu savieniba",1,"Latgales Gaisma",0,"Socialdemokratiska Labklajibas partija",0,"Krievu partija",0,"Latvijas Socialdemokratiska stradnieku partija",0,"Progresiva CENTRISKA partija",0,"Latviesu partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",34
"Brazil","BRA","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,108,108,NA,66,"Jaunais laiks",18,"Latvijas Pirma Partija",14,"Zalo un Zemnieku savieniba",8,"Apvieniba Tevzemei un Brivibai/LNNK",1,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",1,"Tautas partija",0,"Socialdemokratiska Labklajibas partija",0,"Krievu partija",0,"Latvijas Socialdemokratiska stradnieku partija",0,"Progresiva CENTRISKA partija",0,"Latviesu partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Socialdemokratu savieniba",0,"Latvijas Apvienota Republikanu partija",0,"Savieniba Latvijas cels",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Latgales Gaisma",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",66
"Canada","CAN","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,1114,1114,NA,699,"Jaunais laiks",241,"Apvieniba Tevzemei un Brivibai/LNNK",94,"Tautas partija",38,"Zalo un Zemnieku savieniba",25,"Savieniba Latvijas cels",8,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",3,"Latviesu partija",2,"Latvijas Pirma Partija",2,"Socialdemokratu savieniba",1,"Progresiva CENTRISKA partija",1,"Latvijas Atdzimsanas partija",0,"Socialdemokratiska Labklajibas partija",0,"Krievu partija",0,"Latvijas Socialdemokratiska stradnieku partija",0,"Brivibas partija",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Latgales Gaisma",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",699
"China","CHN","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,8,8,NA,4,"Tautas partija",2,"Savieniba Latvijas cels",1,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",1,"Latvijas Pirma Partija",0,"Apvieniba Tevzemei un Brivibai/LNNK",0,"Socialdemokratiska Labklajibas partija",0,"Krievu partija",0,"Latvijas Socialdemokratiska stradnieku partija",0,"Progresiva CENTRISKA partija",0,"Jaunais laiks",0,"Latviesu partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Socialdemokratu savieniba",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Latgales Gaisma",0,"Maras zeme",0,"Zalo un Zemnieku savieniba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",0
"Czechia","CZE","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,98,98,NA,18,"Latvijas Pirma Partija",17,"Jaunais laiks",15,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",12,"Latvijas Atdzimsanas partija",10,"Tautas partija",6,"Latvijas Socialdemokratiska stradnieku partija",6,"Savieniba Latvijas cels",6,"Zalo un Zemnieku savieniba",3,"Apvieniba Tevzemei un Brivibai/LNNK",2,"Socialdemokratiska Labklajibas partija",2,"Latgales Gaisma",1,"Partija Musu zeme",0,"Krievu partija",0,"Progresiva CENTRISKA partija",0,"Latviesu partija",0,"Brivibas partija",0,"Socialdemokratu savieniba",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",17
"Denmark","DNK","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,102,102,NA,44,"Jaunais laiks",23,"Savieniba Latvijas cels",10,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",9,"Tautas partija",6,"Latvijas Pirma Partija",4,"Apvieniba Tevzemei un Brivibai/LNNK",4,"Zalo un Zemnieku savieniba",2,"Latvijas Socialdemokratiska stradnieku partija",0,"Socialdemokratiska Labklajibas partija",0,"Krievu partija",0,"Progresiva CENTRISKA partija",0,"Latviesu partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Socialdemokratu savieniba",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Latgales Gaisma",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",44
"Estonia","EST","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,247,247,NA,70,"Jaunais laiks",50,"Tautas partija",44,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",21,"Savieniba Latvijas cels",17,"Latvijas Pirma Partija",17,"Zalo un Zemnieku savieniba",10,"Apvieniba Tevzemei un Brivibai/LNNK",5,"Krievu partija",2,"Socialdemokratiska Labklajibas partija",2,"Latviesu partija",2,"Latvijas Apvienota Republikanu partija",2,"Latgales Gaisma",2,"Maras zeme",1,"Progresiva CENTRISKA partija",1,"Socialdemokratu savieniba",1,"Partija Musu zeme",0,"Latvijas Socialdemokratiska stradnieku partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Politiska apvieniba Centrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",70
"Finland","FIN","Latvia","LVA",2002-10-05,"Legislative",NA,NA,NA,NA,99,99,NA,37,"Jaunais laiks",17,"Tautas partija",12,"Zalo un Zemnieku savieniba",9,"Savieniba Latvijas cels",7,"Politisko organizaciju apvieniba Par cilveka tiesibam vienota Latvija",7,"Latvijas Pirma Partija",4,"Latvijas Socialdemokratiska stradnieku partija",3,"Apvieniba Tevzemei un Brivibai/LNNK",2,"Socialdemokratu savieniba",1,"Latviesu partija",0,"Socialdemokratiska Labklajibas partija",0,"Krievu partija",0,"Progresiva CENTRISKA partija",0,"Latvijas Atdzimsanas partija",0,"Brivibas partija",0,"Latvijas Apvienota Republikanu partija",0,"Politiska apvieniba Centrs",0,"Partija Musu zeme",0,"Latgales Gaisma",0,"Maras zeme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaunais laiks",37
